Offset,Chord,NormalForm,PCsInNormalForm,measureNumber,beatNumber,Composer,File
167.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",68,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
168,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",68,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
168.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",68,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
169,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",68,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
169.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",68,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
170,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
170.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",69,1.25,Albeniz,Suite Espana 6 Zortzico Op165 E major
170.25,<music21.chord.Chord B4 B3>,[0],[11],69,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
170.3333333,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,1.666666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
170.4583333,<music21.chord.Chord B4 B3>,[0],[11],69,1.916666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
170.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",69,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
171.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
171.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",69,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
172.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",69,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
172.5,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",70,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
173,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",70,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
173.6666667,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",70,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
173.75,<music21.chord.Chord G#4 B4 E4 E3>,"[0, 4, 7]","[4, 8, 11]",70,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
173.875,<music21.chord.Chord E4 E3>,[0],[4],70,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
174,<music21.chord.Chord E-4 E3>,"[0, 1]","[3, 4]",70,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
174.6666667,<music21.chord.Chord E3>,[0],[4],70,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
174.75,<music21.chord.Chord D4>,[0],[2],70,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
175,<music21.chord.Chord F5 B4 C#4 G#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",71,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
175.5,<music21.chord.Chord F#5 C#5 A4 C#4>,"[0, 3, 7]","[6, 9, 1]",71,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
176.1666667,<music21.chord.Chord C#4>,[0],[1],71,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
176.25,<music21.chord.Chord G#5 D5 B4 C#4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",71,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
176.375,<music21.chord.Chord B5 G#5 D5 C#4 B4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",71,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
176.5,<music21.chord.Chord A5 F5 C#5 C#4>,"[0, 4, 8]","[1, 5, 9]",71,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
177.1666667,<music21.chord.Chord F5 C#4>,"[0, 4]","[1, 5]",71,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
177.25,<music21.chord.Chord G#5 F5 B4 C#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",71,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
177.5,<music21.chord.Chord C#5 C#6 G#5 B4 F#4>,"[0, 2, 5, 7]","[6, 8, 11, 1]",72,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
178,<music21.chord.Chord F#5 C#5 C#6 A4 F#4>,"[0, 3, 7]","[6, 9, 1]",72,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
178.6666667,<music21.chord.Chord C#5 C#6 F#4>,"[0, 5]","[1, 6]",72,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
178.75,<music21.chord.Chord F5 C#5 C#6 G#4 F#4>,"[0, 4, 5, 7]","[1, 5, 6, 8]",72,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
178.875,<music21.chord.Chord F5 G#4 F#4>,"[0, 1, 3]","[5, 6, 8]",72,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
179,<music21.chord.Chord F#5 A4 F#4>,"[0, 3]","[6, 9]",72,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
179.6666667,<music21.chord.Chord F#4>,[0],[6],72,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
179.75,<music21.chord.Chord C5 A4 E4>,"[0, 3, 7]","[9, 0, 4]",72,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
180,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",73,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
180.5,<music21.chord.Chord F5 A4 D4 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",73,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
181.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",73,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
181.25,<music21.chord.Chord F#5 A4 E-4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",73,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
181.375,<music21.chord.Chord F#5 E-4>,"[0, 3]","[3, 6]",73,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
181.5,<music21.chord.Chord A5 E-5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",73,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
182.1666667,<music21.chord.Chord E-5 B3>,"[0, 4]","[11, 3]",73,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
182.25,<music21.chord.Chord G#5 E-5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",73,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
182.5,<music21.chord.Chord F#5 B5 B4 A4 E4>,"[0, 2, 5, 7]","[4, 6, 9, 11]",74,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
183,<music21.chord.Chord E5 B5 B4 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",74,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
183.6666667,<music21.chord.Chord B5 B4 E4>,"[0, 5]","[11, 4]",74,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
183.75,<music21.chord.Chord E-5 B5 B4 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",74,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
183.875,<music21.chord.Chord E-5 B5 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",74,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
184,<music21.chord.Chord B4 B5 E4>,"[0, 5]","[11, 4]",74,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
184.5,<music21.chord.Chord B4 B5>,[0],[11],74,0,Albeniz,Suite Espana 6 Zortzico Op165 E major
184.6666667,<music21.chord.Chord B5>,[0],[11],74,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
184.75,<music21.chord.Chord E5 F4 G#4 B5>,"[0, 1, 4, 7]","[4, 5, 8, 11]",74,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
185,<music21.chord.Chord F#4 A4 E5 B5 B3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",75,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
185.25,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",75,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
185.5,<music21.chord.Chord A4 F#4 B3>,"[0, 3, 5]","[6, 9, 11]",75,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
186.25,<music21.chord.Chord C#5 E4 B3>,"[0, 2, 5]","[11, 1, 4]",75,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
186.5,<music21.chord.Chord B4 E-4 B3>,"[0, 4]","[11, 3]",75,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
187.25,<music21.chord.Chord G4 E-4 B3>,"[0, 4, 8]","[3, 7, 11]",75,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
187.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",76,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
188,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",76,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
188.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",76,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
189,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",76,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
189.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",76,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
190,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
190.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",77,1.25,Albeniz,Suite Espana 6 Zortzico Op165 E major
190.25,<music21.chord.Chord B4 B3>,[0],[11],77,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
190.3333333,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,1.666666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
190.4583333,<music21.chord.Chord B4 B3>,[0],[11],77,1.916666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
190.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",77,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
191.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
191.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",77,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
192.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",77,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
192.5,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",78,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
193,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",78,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
193.6666667,<music21.chord.Chord G#4 B4>,"[0, 3]","[8, 11]",78,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
193.75,<music21.chord.Chord G#4 B4 E4>,"[0, 4, 7]","[4, 8, 11]",78,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
193.875,<music21.chord.Chord E4>,[0],[4],78,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
194,<music21.chord.Chord G#4>,[0],[8],78,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
194.75,<music21.chord.Chord B4>,[0],[11],78,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
195,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",79,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
195.5,<music21.chord.Chord G5 E5 C5 B-4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",79,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
196.1666667,<music21.chord.Chord E5 C5 B-4>,"[0, 2, 6]","[10, 0, 4]",79,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
196.25,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",79,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
196.375,<music21.chord.Chord A5 C5>,"[0, 3]","[9, 0]",79,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
196.5,<music21.chord.Chord C6 G5 A4 C5>,"[0, 2, 5]","[7, 9, 0]",79,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
197.1666667,<music21.chord.Chord C6 C5 A4>,"[0, 3]","[9, 0]",79,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
197.25,<music21.chord.Chord F5 C6 C5 A4>,"[0, 4, 7]","[5, 9, 0]",79,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
197.5,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",80,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
198,<music21.chord.Chord F#5 E-5 B4 A4>,"[0, 3, 6, 8]","[3, 6, 9, 11]",80,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
198.6666667,<music21.chord.Chord E-5 B4 A4>,"[0, 2, 6]","[9, 11, 3]",80,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
198.75,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",80,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
198.875,<music21.chord.Chord G#5 B4>,"[0, 3]","[8, 11]",80,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
199,<music21.chord.Chord B5 F#5 G#4 B4>,"[0, 2, 5]","[6, 8, 11]",80,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
199.6666667,<music21.chord.Chord B5 B4 G#4>,"[0, 3]","[8, 11]",80,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
199.75,<music21.chord.Chord E5 B5 B4 G#4>,"[0, 4, 7]","[4, 8, 11]",80,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
200,<music21.chord.Chord D5 F5 B4>,"[0, 3, 6]","[11, 2, 5]",81,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
200.5,<music21.chord.Chord C#5 F#5 A4>,"[0, 3, 7]","[6, 9, 1]",81,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
201.25,<music21.chord.Chord D5 G#5 F4>,"[0, 3, 6]","[2, 5, 8]",81,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
201.5,<music21.chord.Chord C#5 A5 F#4>,"[0, 3, 7]","[6, 9, 1]",81,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
202.5,<music21.chord.Chord E-5 F#5 A4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",82,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
203,<music21.chord.Chord E-5 A5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",82,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
203.6666667,<music21.chord.Chord B3>,[0],[11],82,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
203.75,<music21.chord.Chord E-5 G#5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",82,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
203.875,<music21.chord.Chord E-5 G#5 B4>,"[0, 3, 7]","[8, 11, 3]",82,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
204,<music21.chord.Chord B4 E5 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",82,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
205,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",83,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
205.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",83,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
206.25,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",83,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
206.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",83,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
207.25,<music21.chord.Chord F#4 C5 D5 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",83,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
207.5,<music21.chord.Chord G4 B4 D5 G3>,"[0, 4, 7]","[7, 11, 2]",84,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
208,<music21.chord.Chord A4 B4 E-5 F#3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",84,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
208.75,<music21.chord.Chord G4 B4 E5 E3>,"[0, 3, 7]","[4, 7, 11]",84,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
209,<music21.chord.Chord B4 F5 G#5 D3>,"[0, 3, 6, 9]","[2, 5, 8, 11]",84,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
209.75,<music21.chord.Chord B5 B2>,[0],[11],84,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
210,<music21.chord.Chord E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",85,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
210.5,<music21.chord.Chord C6 A2>,"[0, 3]","[9, 0]",85,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
211.25,<music21.chord.Chord E6 F#2>,"[0, 2]","[4, 6]",85,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
211.5,<music21.chord.Chord A5 E-6 B2>,"[0, 2, 6]","[9, 11, 3]",85,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
212.25,<music21.chord.Chord B6 B1>,[0],[11],85,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
212.5,<music21.chord.Chord G#5 G#6 E2>,"[0, 4]","[4, 8]",86,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
213,<music21.chord.Chord G#5 G#6 B2>,"[0, 3]","[8, 11]",86,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
213.6666667,<music21.chord.Chord G#5 G#6>,[0],[8],86,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
213.75,<music21.chord.Chord G#5 G#6 E3>,"[0, 4]","[4, 8]",86,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
213.875,<music21.chord.Chord E3>,[0],[4],86,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
214,<music21.chord.Chord G#3>,[0],[8],86,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
214.75,<music21.chord.Chord B3>,[0],[11],86,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
215,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",87,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
215.5,<music21.chord.Chord C#5 A4 E4 B3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",87,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
216.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",87,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
216.25,<music21.chord.Chord E-5 A4 F#4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",87,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
216.375,<music21.chord.Chord E-5 B3 F#4>,"[0, 4, 7]","[11, 3, 6]",87,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
216.5,<music21.chord.Chord B4 A4 E-4 B3>,"[0, 2, 6]","[9, 11, 3]",87,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
217.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",87,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
217.25,<music21.chord.Chord G#5 A4 B3>,"[0, 1, 3]","[8, 9, 11]",87,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
217.5,<music21.chord.Chord B4 E5 E4 G#4>,"[0, 4, 7]","[4, 8, 11]",88,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
218,<music21.chord.Chord B4 E5 E-4 G#4>,"[0, 1, 5, 8]","[3, 4, 8, 11]",88,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
218.6666667,<music21.chord.Chord B4 E5 G#4>,"[0, 4, 7]","[4, 8, 11]",88,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
218.75,<music21.chord.Chord B4 E5 D4 G#4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",88,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
218.875,<music21.chord.Chord D4>,[0],[2],88,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
219,<music21.chord.Chord C#4>,[0],[1],88,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
219.75,<music21.chord.Chord C4>,[0],[0],88,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
220,<music21.chord.Chord A3 B3 B2 E-3>,"[0, 2, 6]","[9, 11, 3]",89,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
220.5,<music21.chord.Chord C#4 A3 E3 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",89,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
221.1666667,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",89,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
221.25,<music21.chord.Chord E-4 A3 F#3 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",89,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
221.375,<music21.chord.Chord E-4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",89,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
221.5,<music21.chord.Chord B3 A3 E-3 B2>,"[0, 2, 6]","[9, 11, 3]",89,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
222.1666667,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",89,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
222.25,<music21.chord.Chord G#4 A3 B2>,"[0, 1, 3]","[8, 9, 11]",89,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
222.5,<music21.chord.Chord B3 E4 E3 G#3>,"[0, 4, 7]","[4, 8, 11]",90,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
223,<music21.chord.Chord E5 G#5 E6 E2 E3>,"[0, 4]","[4, 8]",90,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
225,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",91,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
225.5,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",91,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
